11.3043,61.3754
11.3043,61.6842
11.3043,61.3096
11.3043,61.2555
11.3043,63.2304
11.3042,60.766
11.3042,59.1527
11.3042,58.913
11.3041,60.6768
11.3041,60.4706
11.3041,61.9644
11.3041,62.7861
11.3041,63.1496
11.3041,61.387
11.3041,62.3075
11.3044,63.7756
11.3044,62.5172
11.3044,64.092
11.3045,63.4985
11.3046,63.7927
11.3045,62.2107
11.3045,61.9404
11.3045,61.9813
11.3044,61.6662
11.3044,61.9374
11.3044,61.2519
11.3043,61.7955
11.3044,61.6292
11.3044,62.1495
11.3043,61.8296
11.3044,61.9702
11.3047,62.3773
11.3047,63.3415
11.3047,61.6203
11.3047,63.3086
11.3049,60.2684
11.3049,62.1457
11.3048,62.8169
11.3048,64.951
11.3048,63.218
11.3048,62.8242
11.3049,63.987
11.3049,63.4219
11.3048,62.4916
11.3048,61.8162
11.3047,62.5161
11.3048,63.3281
11.3048,63.7045
11.3048,63.8611
11.3049,64.4977
11.3049,63.6688
11.3049,62.5093
11.3049,63.4977
11.305,63.1517
11.3049,63.1841
11.305,63.0778
11.3049,62.9817
11.3049,63.0828
11.3049,63.1157
11.3052,64.0132
11.3055,64.1473
11.3057,63.5401
11.3059,64.0584
11.3062,62.8823
11.3063,63.0508
11.3065,63.2568
11.3067,63.5995
11.3068,62.8544
11.3069,61.4024
11.3071,63.1208
11.3072,60.4441
11.3072,60.7161
11.3073,60.3002
11.3074,60.438
11.3075,60.5564
11.3076,60.506
11.3077,60.4865
11.3077,60.8778
11.3078,59.3985
11.308,60.9906
11.3081,60.918
11.3082,60.6325
11.3083,60.6499
11.3084,60.626
11.3085,60.365
11.3086,60.4672
11.3087,60.415
11.3088,64.2721
11.309,62.2913
11.3092,63.8058
11.3093,62.2849
11.3094,62.2725
11.3096,62.7491
11.3098,65.3326
11.3099,62.6394
11.3101,62.0202
11.3102,64.7625
11.3103,62.8043
11.3104,63.1203
11.3106,65.213
11.3108,63.4608
11.311,63.8215
11.3112,66.4424
11.3113,66.2899
11.3115,64.3386
11.3116,63.4965
11.3117,57.6653
11.3118,58.4459
11.3119,60.2059
11.3121,61.743
11.3122,61.9931
11.3123,61.8934
11.3124,62.4476
11.3126,62.2623
11.3127,61.2234
11.3128,61.4095
11.3129,61.2597
11.3131,61.5771
11.3132,62.5168
11.3133,61.5862
11.3134,61.6163
11.3135,61.3861
11.3136,60.9646
11.3138,63.0765
11.3139,61.9277
11.3141,60.8935
11.3142,60.6026
11.3143,60.9611
11.3144,61.2999
11.3145,61.4727
11.3147,61.2201
11.3148,63.9832
11.315,63.6031
11.3151,66.9695
11.3153,65.1361
11.3154,63.4963
11.3155,63.5995
11.3156,61.7778
11.3158,62.9989
11.3159,63.6164
11.316,61.351
11.3161,61.5445
11.3162,61.3958
11.3163,63.7718
11.3164,62.3601
11.3165,61.4566
11.3166,61.5721
11.3167,62.4105
11.3168,63.2685
11.3169,61.6369
11.317,60.9788
11.3171,61.0896
11.3172,60.8366
11.3173,64.6109
11.3174,63.5473
11.3175,63.0003
11.3175,64.9948
11.3176,63.1973
11.3177,63.1732
